date,calories,weight,weight_missing,calories_missing,weight_interpolated,weight_7d_avg,weight_14d_avg,weight_change_daily,weight_change_7d,large_calorie_gap,calories_cleaned,is_interpolated
2026-05-15,2882.0,,True,False,85.5,85.87,86.39,0.0,-1.03,False,2882.0,True
2026-05-16,2374.0,85.5,False,False,85.5,85.75,86.26,0.0,-1.02,False,2374.0,False
2026-05-17,2600.0,,True,False,85.375,85.62,86.13,-0.125,-1.01,False,2600.0,True
2026-05-18,2491.0,,True,False,85.25,85.5,86.0,-0.125,-1.0,False,2491.0,True
2026-05-19,1766.0,,True,False,85.125,85.39,85.88,-0.125,-0.97,False,1766.0,True
2026-05-20,1898.0,85.0,False,False,85.0,85.32,85.75,-0.125,-0.86,False,1898.0,False
2026-05-21,2100.0,,True,False,85.0,85.25,85.63,0.0,-0.76,False,2100.0,True
2026-05-22,2119.0,85.0,False,False,85.0,85.18,85.52,0.0,-0.69,False,2119.0,False
2026-05-23,2100.0,,True,False,84.26666666666667,85.0,85.38,-0.733,-0.75,False,2100.0,True
2026-05-24,2310.0,,True,False,83.53333333333333,84.74,85.18,-0.733,-0.88,False,2310.0,True
2026-05-25,1951.0,82.8,False,False,82.8,84.39,84.95,-0.733,-1.11,False,1951.0,False
2026-05-26,2100.0,83.3,False,False,83.3,84.13,84.76,0.5,-1.26,False,2100.0,False
2026-05-27,2184.0,83.6,False,False,83.6,83.93,84.62,0.3,-1.39,False,2184.0,False
2026-05-28,3854.0,,True,False,83.56666666666666,83.72,84.49,-0.033,-1.53,False,3854.0,True
2026-05-29,3200.0,,True,False,83.53333333333333,83.51,84.35,-0.033,-1.67,False,3200.0,True
2026-05-30,2170.0,,True,False,83.5,83.4,84.2,-0.033,-1.6,False,2170.0,True
2026-05-31,2100.0,,True,False,83.46666666666667,83.4,84.07,-0.033,-1.34,False,2100.0,True
2026-06-01,2100.0,,True,False,83.43333333333334,83.49,83.94,-0.033,-0.9,False,2100.0,True
2026-06-02,1984.0,83.4,False,False,83.4,83.5,83.81,-0.033,-0.63,False,1984.0,False
2026-06-03,1958.0,83.4,False,False,83.4,83.47,83.7,0.0,-0.46,False,1958.0,False
2026-06-04,2100.0,83.3,False,False,83.3,83.43,83.58,-0.1,-0.29,False,2100.0,False
2026-06-05,2100.0,83.8,False,False,83.8,83.47,83.49,0.5,-0.04,False,2100.0,False
2026-06-06,2200.0,83.5,False,False,83.5,83.47,83.44,-0.3,0.07,False,2200.0,False
2026-06-07,3185.0,,True,False,83.25,83.44,83.42,-0.25,0.04,False,3185.0,True
2026-06-08,1831.0,83.0,False,False,83.0,83.38,83.43,-0.25,-0.11,False,1831.0,False
2026-06-09,1687.0,82.6,False,False,82.6,83.26,83.38,-0.4,-0.24,False,1687.0,False
2026-06-10,1900.0,82.2,False,False,82.2,83.09,83.28,-0.4,-0.38,False,1900.0,False
2026-06-11,1900.0,82.1,False,False,82.1,82.92,83.18,-0.1,-0.51,False,1900.0,False
2026-06-12,1944.0,82.8,False,False,82.8,82.78,83.12,0.7,-0.69,False,1944.0,False
2026-06-13,1943.0,82.3,False,False,82.3,82.61,83.04,-0.5,-0.86,False,1943.0,False
2026-06-14,2079.0,,True,False,82.3,82.47,82.96,0.0,-0.97,False,2079.0,True
2026-06-15,1913.0,82.3,False,False,82.3,82.37,82.87,0.0,-1.01,False,1913.0,False
2026-06-16,1900.0,81.2,False,False,81.2,82.17,82.72,-1.1,-1.09,False,1900.0,False
2026-06-17,2472.0,,True,False,81.6,82.09,82.59,0.4,-1.0,False,2472.0,True
2026-06-18,1891.0,82.0,False,False,82.0,82.07,82.5,0.4,-0.85,False,1891.0,False
2026-06-19,2001.0,81.7,False,False,81.7,81.91,82.35,-0.3,-0.87,False,2001.0,False
2026-06-20,1898.0,81.5,False,False,81.5,81.8,82.2,-0.2,-0.81,False,1898.0,False
2026-06-21,1937.0,,True,False,81.5,81.69,82.08,0.0,-0.78,False,1937.0,True
2026-06-22,1893.0,81.5,False,False,81.5,81.57,81.97,0.0,-0.8,False,1893.0,False
2026-06-23,2996.0,,True,False,81.425,81.6,81.89,-0.075,-0.57,False,2996.0,True
2026-06-24,3045.0,,True,False,81.35,81.57,81.83,-0.075,-0.52,False,3045.0,True
2026-06-25,3982.0,,True,False,81.275,81.46,81.77,-0.075,-0.61,False,3982.0,True
2026-06-26,1845.0,81.2,False,False,81.2,81.39,81.65,-0.075,-0.52,False,1845.0,False
2026-06-27,2169.0,,True,False,81.0,81.32,81.56,-0.2,-0.48,False,2169.0,True
2026-06-28,1664.0,,True,False,80.8,81.22,81.45,-0.2,-0.47,False,1664.0,True
2026-06-29,2364.0,80.6,False,False,80.6,81.09,81.33,-0.2,-0.48,False,2364.0,False
2026-06-30,1916.0,80.8,False,False,80.8,81.0,81.3,0.2,-0.6,False,1916.0,False
2026-07-01,1994.0,80.4,False,False,80.4,80.87,81.22,-0.4,-0.7,False,1994.0,False
2026-07-02,2059.0,80.7,False,False,80.7,80.79,81.12,0.3,-0.67,False,2059.0,False
2026-07-03,1899.0,80.1,False,False,80.1,80.63,81.01,-0.6,-0.76,False,1899.0,False
2026-07-04,1960.0,80.4,False,False,80.4,80.54,80.93,0.3,-0.78,False,1960.0,False
2026-07-05,1896.0,,True,False,79.95,80.42,80.82,-0.45,-0.8,False,1896.0,True
2026-07-06,1928.0,79.5,False,False,79.5,80.26,80.68,-0.45,-0.83,False,1928.0,False
2026-07-07,2267.0,79.9,False,False,79.9,80.14,80.57,0.4,-0.86,False,2267.0,False
2026-07-08,2562.0,80.0,False,False,80.0,80.08,80.47,0.1,-0.79,False,2562.0,False
2026-07-09,3336.0,,True,False,80.01935483870967,79.98,80.38,0.019,-0.81,False,3336.0,True
2026-07-10,3630.0,,True,False,80.03870967741935,79.97,80.3,0.019,-0.66,False,3630.0,True
2026-07-11,3115.0,,True,False,80.05806451612904,79.92,80.23,0.019,-0.62,False,3115.0,True
2026-07-12,3121.0,,True,False,80.07741935483871,79.94,80.18,0.019,-0.48,False,3121.0,True
2026-07-13,2711.0,,True,False,80.09677419354838,80.03,80.15,0.019,-0.23,False,2711.0,True
2026-07-14,3257.0,,True,False,80.11612903225806,80.06,80.1,0.019,-0.08,False,3257.0,True
2026-07-15,3010.0,,True,False,80.13548387096775,80.08,80.08,0.019,0.0,False,3010.0,True
2026-07-16,4300.0,,True,False,80.15483870967742,80.1,80.04,0.019,0.12,False,4300.0,True
2026-07-17,2851.0,,True,False,80.1741935483871,80.12,80.04,0.019,0.15,False,2851.0,True
2026-07-18,3430.0,,True,False,80.19354838709677,80.14,80.03,0.019,0.22,False,3430.0,True
2026-07-19,4400.0,,True,False,80.21290322580644,80.15,80.05,0.019,0.21,False,4400.0,True
2026-07-20,,,True,True,80.23225806451613,80.17,80.1,0.019,0.14,False,3560.0,True
2026-07-21,,,True,True,80.2516129032258,80.19,80.13,0.019,0.13,False,3915.0,True
2026-07-22,,,True,True,80.27096774193548,80.21,80.15,0.019,0.13,False,4400.0,True
2026-07-23,,,True,True,80.29032258064515,80.23,80.16,0.019,0.13,False,,True
2026-07-24,,,True,True,80.30967741935484,80.25,80.18,0.019,0.13,True,,True
2026-07-25,,,True,True,80.32903225806452,80.27,80.2,0.019,0.13,True,,True
2026-07-26,,,True,True,80.34838709677419,80.29,80.22,0.019,0.14,True,,True
2026-07-27,,,True,True,80.36774193548386,80.31,80.24,0.019,0.14,True,1921.0,True
2026-07-28,,,True,True,80.38709677419355,80.33,80.26,0.019,0.14,True,1910.0,True
2026-07-29,,,True,True,80.40645161290323,80.35,80.28,0.019,0.14,True,1939.0,True
2026-07-30,1921.0,,True,False,80.4258064516129,80.37,80.3,0.019,0.14,False,1921.0,True
2026-07-31,1900.0,,True,False,80.44516129032257,80.39,80.32,0.019,0.14,False,1900.0,True
2026-08-01,1997.0,,True,False,80.46451612903225,80.41,80.34,0.019,0.14,False,1997.0,True
2026-08-02,,,True,True,80.48387096774194,80.43,80.36,0.019,0.14,False,1945.0,True
2026-08-03,1931.0,,True,False,80.50322580645161,80.45,80.38,0.019,0.14,False,1931.0,True
2026-08-04,1979.0,,True,False,80.52258064516128,80.46,80.4,0.019,0.13,False,1979.0,True
2026-08-05,1943.0,,True,False,80.54193548387096,80.48,80.42,0.019,0.13,False,1943.0,True
2026-08-06,1850.0,,True,False,80.56129032258065,80.5,80.44,0.019,0.13,False,1850.0,True
2026-08-07,2006.0,,True,False,80.58064516129032,80.52,80.45,0.019,0.13,False,2006.0,True
2026-08-08,2064.0,80.6,False,False,80.6,80.54,80.47,0.019,0.13,False,2064.0,False
2026-08-09,1915.0,79.9,False,False,79.9,80.46,80.44,-0.7,0.03,False,1915.0,False
2026-08-10,2033.0,80.0,False,False,80.0,80.39,80.42,0.1,-0.06,False,2033.0,False
2026-08-11,1892.0,,True,False,79.8,80.28,80.37,-0.2,-0.18,False,1892.0,True
2026-08-12,2674.0,79.6,False,False,79.6,80.15,80.32,-0.2,-0.33,False,2674.0,False
2026-08-13,1904.0,80.1,False,False,80.1,80.08,80.29,0.5,-0.42,False,1904.0,False
2026-08-14,1967.0,79.5,False,False,79.5,79.93,80.23,-0.6,-0.59,False,1967.0,False
2026-08-15,1954.0,79.2,False,False,79.2,79.73,80.14,-0.3,-0.81,False,1954.0,False
2026-08-16,2400.0,80.0,False,False,80.0,79.74,80.1,0.8,-0.72,False,2400.0,False
2026-08-17,1942.0,79.5,False,False,79.5,79.67,80.03,-0.5,-0.72,False,1942.0,False
2026-08-18,2072.0,79.1,False,False,79.1,79.57,79.93,-0.4,-0.71,False,2072.0,False
2026-08-19,1982.0,79.7,False,False,79.7,79.59,79.87,0.6,-0.56,False,1982.0,False
2026-08-20,1956.0,78.6,False,False,78.6,79.37,79.73,-1.1,-0.71,False,1956.0,False
2026-08-21,2277.0,78.8,False,False,78.8,79.27,79.6,0.2,-0.66,False,2277.0,False
2026-08-22,1942.0,78.7,False,False,78.7,79.2,79.46,-0.1,-0.53,False,1942.0,False
2026-08-23,1858.0,78.8,False,False,78.8,79.03,79.39,0.1,-0.71,False,1858.0,False
2026-08-24,1965.0,78.2,False,False,78.2,78.84,79.26,-0.6,-0.83,False,1965.0,False
2026-08-25,1905.0,78.0,False,False,78.0,78.69,79.13,-0.2,-0.88,False,1905.0,False
2026-08-26,2006.0,77.9,False,False,77.9,78.43,79.01,-0.1,-1.16,False,2006.0,False
2026-08-27,1989.0,77.8,False,False,77.8,78.31,78.84,-0.1,-1.06,False,1989.0,False
2026-08-28,,78.3,False,True,78.3,78.24,78.76,0.5,-1.03,False,1946.0,True
2026-08-29,1943.0,78.4,False,False,78.4,78.2,78.7,0.1,-1.0,False,1943.0,False
2026-08-30,1943.0,78.2,False,False,78.2,78.11,78.57,-0.2,-0.92,False,1943.0,False
2026-08-31,1887.0,77.1,False,False,77.1,77.96,78.4,-1.1,-0.88,False,1887.0,False
2026-09-01,1939.0,77.5,False,False,77.5,77.89,78.29,0.4,-0.8,False,1939.0,False
2026-09-02,1928.0,77.3,False,False,77.3,77.8,78.11,-0.2,-0.63,False,1928.0,False
2026-09-03,1944.0,77.4,False,False,77.4,77.74,78.03,0.1,-0.57,False,1944.0,False
2026-09-04,1929.0,77.3,False,False,77.3,77.6,77.92,-0.1,-0.64,False,1929.0,False
2026-09-05,1931.0,76.5,False,False,76.5,77.33,77.76,-0.8,-0.87,False,1931.0,False
2026-09-06,1921.0,76.6,False,False,76.6,77.1,77.61,0.1,-1.01,False,1921.0,False
2026-09-07,1919.0,76.4,False,False,76.4,77.0,77.48,-0.2,-0.96,False,1919.0,False
2026-09-08,1919.0,76.9,False,False,76.9,76.91,77.4,0.5,-0.98,False,1919.0,False
2026-09-09,1916.0,76.3,False,False,76.3,76.77,77.29,-0.6,-1.03,False,1916.0,False
2026-09-10,1886.0,76.5,False,False,76.5,76.64,77.19,0.2,-1.1,False,1886.0,False
2026-09-11,1902.0,75.9,False,False,75.9,76.44,77.02,-0.6,-1.16,False,1902.0,False
2026-09-12,2110.0,75.8,False,False,75.8,76.34,76.84,-0.1,-0.99,False,2110.0,False
2026-09-13,1955.0,75.9,False,False,75.9,76.24,76.67,0.1,-0.86,False,1955.0,False
2026-09-14,1976.0,75.4,False,False,75.4,76.1,76.55,-0.5,-0.9,False,1976.0,False
2026-09-15,2043.0,76.0,False,False,76.0,75.97,76.44,0.6,-0.94,False,2043.0,False
2026-09-16,1928.0,75.2,False,False,75.2,75.81,76.29,-0.8,-0.96,False,1928.0,False
2026-09-17,1917.0,75.4,False,False,75.4,75.66,76.15,0.2,-0.98,False,1917.0,False
2026-09-18,1980.0,75.0,False,False,75.0,75.53,75.99,-0.4,-0.91,False,1980.0,False
2026-09-19,2127.0,75.1,False,False,75.1,75.43,75.89,0.1,-0.91,False,2127.0,False
2026-09-20,1918.0,75.2,False,False,75.2,75.33,75.79,0.1,-0.91,False,1918.0,False
2026-09-21,1945.0,75.0,False,False,75.0,75.27,75.69,-0.2,-0.83,False,1945.0,False
